booking_id,passenger_id,flight_id,booking_date,status,passport_number,seat_number,emergency_contact_name,emergency_contact_phone,passport_hash,booking_year,booking_month,booking_day,booking_dayofweek
B1980,P1363,SJ055,2025-12-04 11:37:36,CANCELLED,Y******2,15A,Qasim Dey,+91--XXXXXX-7348,0ef2d055b8c0e768,2025,12,4,Thursday
B1981,P1129,AI239,2025-05-17 11:37:36,CONFIRMED,Z******6,19D,Vansha Naik,+91--XXXXXX-2612,84df77dd89a9ac74,2025,5,17,Saturday
B1982,P1083,6F162,2025-06-17 11:37:36,UNKNOWN,H******3,7A,Yuvraj Ahuja,+91--XXXXXX-6975,9a8b6239b3fc87a5,2025,6,17,Tuesday
B1983,P1270,UK101,2025-06-28 11:37:36,UNKNOWN,P******7,27A,Advika Rajagopal,+91--XXXXXX-7066,cd968e20b8d066a4,2025,6,28,Saturday
B1984,P1243,6F198,2025-04-25 11:37:36,CONFIRMED,X******0,27F,Warinder Sekhon,+91--XXXXXX-7129,852824e7ff95607a,2025,4,25,Friday
B1985,P1387,6F239,2025-09-28 11:37:36,CONFIRMED,Y******6,31F,Amara Narayan,+91--XXXXXX-3192,ec1095b57fb200f1,2025,9,28,Sunday
B1986,P1213,SJ177,2025-10-07 11:37:36,CONFIRMED,N******2,13F,Chasmum Apte,+91--XXXXXX-2114,eb0feb8fe6065761,2025,10,7,Tuesday
B1987,P1817,6F044,2026-03-12 11:37:36,CANCELLED,W******8,19F,Advika Parsa,+91--XXXXXX-0463,e0b59e8b75b9e011,2026,3,12,Thursday
B1988,P1165,6F248,2026-02-17 11:37:36,PENDING,H******4,13A,Warinder Bhatia,+91--XXXXXX-0464,79c803c4e259870a,2026,2,17,Tuesday
B1989,P1790,6F002,2025-12-10 11:37:36,UNKNOWN,H******2,16F,Jagat Shroff,+91--XXXXXX-6840,a383a7d15e8883f5,2025,12,10,Wednesday
B1990,P1058,SJ197,2026-03-31 11:37:36,CONFIRMED,E******6,14B,Damyanti Dutta,+91--XXXXXX-8281,fe9bc0cccf8f0c3c,2026,3,31,Tuesday
B1991,P1601,UK091,2026-01-14 11:37:36,CANCELLED,W******6,22E,Nidra Thakkar,+91--XXXXXX-0428,85a58bf11fc1ed57,2026,1,14,Wednesday
B1992,P1882,6F215,2025-04-25 11:37:36,CONFIRMED,G******0,25C,Deepa Dalal,+91--XXXXXX-2908,08ecee1f8b68e186,2025,4,25,Friday
B1993,P1842,AI093,2026-03-11 11:37:36,CANCELLED,P******5,5B,Chakrika Pillai,+91--XXXXXX-9255,769112b7056c2376,2026,3,11,Wednesday
B1994,P1923,UK090,2026-03-31 11:37:36,CONFIRMED,J******6,21D,Timothy Kanda,+91--XXXXXX-0874,0177597f7ffdc14b,2026,3,31,Tuesday
B1995,P1503,SJ005,2025-11-20 11:37:36,CANCELLED,J******2,11C,Kiaan Sridhar,+91--XXXXXX-8644,ee94ceea3be1f2af,2025,11,20,Thursday
B1996,P1705,UK106,2025-08-08 11:37:36,CANCELLED,M******0,27E,Michael Sha,+91--XXXXXX-9827,88b8736f40b5bccb,2025,8,8,Friday
B1997,P1122,6F223,2025-05-03 11:37:36,PENDING,P******0,27B,Kashvi Sagar,+91--XXXXXX-6636,ff07c02ca37001eb,2025,5,3,Saturday
B1998,P1647,6F011,2025-10-23 11:37:36,CONFIRMED,T******7,14C,Urishilla Yogi,+91--XXXXXX-5033,3f6cf9853c143e56,2025,10,23,Thursday
B1999,P1412,UK124,2025-08-08 11:37:36,UNKNOWN,C******0,12B,Tejas Kota,+91--XXXXXX-2188,ff45e7846a032ebb,2025,8,8,Friday
